Sample,X,Y,Z
0,-0.016,-0.039,-1.086
1,-0.020,-0.027,-0.961
2,-0.016,-0.035,-0.949
3,-0.020,-0.031,-0.961
4,-0.020,-0.023,-0.961
5,-0.016,-0.023,-0.957
6,-0.012,-0.027,-0.953
7,-0.016,-0.039,-0.957
8,-0.027,-0.027,-0.953
9,-0.031,-0.020,-0.949
10,0.000,-0.031,-0.957
11,-0.020,-0.031,-0.957
12,-0.020,-0.023,-0.961
13,-0.031,-0.031,-0.949
14,-0.012,-0.023,-0.953
15,-0.008,-0.031,-0.957
16,-0.016,-0.031,-0.957
17,-0.035,-0.027,-0.949
18,-0.020,-0.023,-0.957
19,-0.012,-0.027,-0.961
20,-0.039,-0.043,-0.953
21,-0.020,-0.027,-0.957
22,-0.023,-0.031,-0.953
23,-0.020,-0.016,-0.957
24,-0.016,-0.023,-0.949
25,-0.023,-0.027,-0.953
26,-0.020,-0.023,-0.957
27,-0.027,-0.023,-0.957
28,-0.020,-0.027,-0.949
29,-0.023,-0.035,-0.957
30,-0.016,-0.012,-0.949
31,-0.016,-0.020,-0.957
32,-0.016,-0.031,-0.953
33,-0.027,-0.043,-0.945
34,-0.027,-0.012,-0.945
35,0.004,-0.020,-0.961
36,-0.008,-0.027,-0.957
37,-0.035,-0.039,-0.957
38,-0.027,-0.039,-0.953
39,-0.016,0.008,-0.953
40,0.004,-0.379,-0.969
41,-0.051,-0.973,-0.914
42,-0.090,-1.082,-0.895
43,0.027,-0.625,-0.941
44,0.145,-0.762,-1.020
45,-0.023,-1.387,-1.004
46,-0.172,-1.762,-0.930
47,-0.035,-1.285,-0.887
48,0.078,-0.449,-0.906
49,0.074,-0.469,-0.957
50,0.027,-0.938,-1.012
51,-0.035,-1.375,-0.980
52,-0.199,-0.945,-0.871
53,-0.207,-0.457,-0.883
54,-0.047,-0.516,-1.027
55,-0.031,-1.348,-1.117
56,-0.035,-1.613,-0.988
57,-0.098,-0.734,-0.887
58,-0.016,0.020,-0.828
59,0.145,0.109,-0.887
60,0.246,-0.762,-1.070
61,-0.094,-0.945,-0.910
62,-0.270,-0.352,-0.852
63,0.090,0.086,-0.891
64,0.191,-0.309,-1.117
65,-0.039,-1.371,-0.938
66,-0.375,-1.426,-0.863
67,-0.031,-0.430,-0.977
68,0.258,-0.180,-1.121
69,0.340,-0.812,-0.930
70,0.117,-1.500,-1.012
71,-0.250,-1.375,-0.875
72,-0.430,-0.270,-0.797
73,0.203,-0.438,-1.016
74,0.508,-0.930,-1.254
75,-0.020,-1.336,-1.070
76,-0.617,-1.023,-0.875
77,-0.367,-0.176,-0.711
78,0.531,0.031,-0.941
79,0.434,-1.078,-1.035
80,-0.172,-1.367,-0.859
81,-0.410,-0.828,-0.812
82,0.047,-0.211,-0.812
83,0.211,-0.512,-1.027
84,0.035,-1.105,-1.098
85,-0.105,-1.133,-1.145
86,-0.207,-0.496,-0.945
87,-0.012,-0.238,-0.879
88,0.090,-0.535,-0.949
89,0.102,-0.914,-0.996
90,0.090,-1.324,-0.965
91,-0.152,-0.723,-0.871
92,0.012,-0.191,-0.816
93,0.102,-0.656,-0.941
94,0.059,-0.867,-1.156
95,-0.145,-0.734,-1.133
96,-0.102,-0.207,-1.059
97,-0.027,-1.312,-0.719
98,-0.004,-0.812,-0.625
99,-0.227,-0.586,-0.949
100,0.012,-0.625,-1.098
101,0.250,-1.062,-1.051
