Sample,X,Y,Z
0,-0.016,-0.031,-1.207
1,-0.027,-0.031,-0.961
2,-0.031,-0.031,-0.953
3,-0.012,-0.027,-0.953
4,-0.012,-0.027,-0.961
5,-0.016,-0.020,-0.961
6,-0.027,-0.027,-0.957
7,-0.031,-0.039,-0.949
8,-0.023,-0.027,-0.949
9,-0.012,-0.027,-0.953
10,-0.027,-0.023,-0.965
11,-0.023,-0.023,-0.957
12,-0.023,-0.031,-0.957
13,-0.016,-0.023,-0.953
14,-0.023,-0.023,-0.949
15,-0.027,-0.031,-0.957
16,-0.027,-0.027,-0.949
17,-0.020,-0.027,-0.957
18,-0.023,-0.023,-0.953
19,-0.023,-0.020,-0.949
20,0.004,-0.051,-0.969
21,-0.020,-0.035,-0.961
22,-0.020,-0.016,-0.949
23,-0.016,-0.027,-0.953
24,-0.016,-0.027,-0.953
25,-0.023,-0.023,-0.945
26,-0.008,-0.031,-0.949
27,-0.004,-0.062,-0.949
28,-0.031,-0.012,-0.957
29,-0.059,0.000,-0.969
30,-0.035,-0.020,-0.965
31,0.023,-0.043,-0.957
32,0.016,-0.043,-0.953
33,-0.016,-0.035,-0.949
34,-0.059,-0.020,-0.961
35,-0.035,-0.020,-0.961
36,0.000,-0.027,-0.957
37,0.000,-0.039,-0.945
38,-0.047,-0.031,-0.945
39,-0.051,-0.012,-0.957
40,0.008,-0.020,-0.969
41,0.070,-0.395,-0.957
42,0.027,-1.223,-0.930
43,-0.180,-1.371,-0.891
44,-0.129,-0.715,-0.898
45,0.121,-0.418,-1.004
46,0.254,-1.086,-1.094
47,-0.074,-1.574,-1.008
48,-0.297,-1.469,-0.855
49,-0.051,-0.582,-0.750
50,0.441,-0.410,-0.934
51,0.105,-0.773,-1.012
52,-0.398,-1.266,-1.008
53,-0.230,-0.742,-0.977
54,0.332,-0.086,-1.078
55,0.344,-0.090,-1.020
56,-0.336,-0.703,-0.930
57,-0.566,-1.070,-0.805
58,-0.098,-0.992,-0.844
59,0.258,-0.543,-0.906
60,0.105,-0.707,-1.027
61,-0.074,-0.914,-0.992
62,-0.027,-1.227,-1.043
63,0.184,-1.008,-0.953
64,-0.047,-0.742,-0.902
65,-0.207,-0.609,-0.887
66,0.016,-0.977,-1.039
67,0.227,-0.930,-0.973
68,0.055,-0.906,-0.941
69,-0.430,-0.648,-0.953
70,-0.121,-0.613,-1.004
71,0.406,-0.781,-1.055
72,0.242,-0.875,-0.953
73,-0.312,-0.719,-0.801
74,-0.398,-0.617,-0.855
75,0.078,-0.633,-1.016
76,0.367,-0.426,-1.039
77,0.195,-0.441,-0.953
78,-0.176,-0.648,-0.836
79,-0.375,-0.395,-0.871
80,-0.031,-0.473,-0.969
81,0.293,-0.473,-1.027
82,0.145,-0.625,-0.930
83,-0.289,-0.828,-0.934
84,-0.281,-0.887,-0.895
85,-0.121,-0.820,-0.973
86,0.172,-1.199,-1.016
87,0.043,-1.055,-0.969
88,-0.098,-0.930,-0.961
89,0.121,-0.758,-1.062
90,0.090,-0.410,-1.004
91,0.125,-0.453,-0.965
92,0.203,-0.801,-0.883
93,0.031,-0.934,-0.910
94,-0.289,-1.199,-0.789
95,-0.457,-0.707,-0.953
96,-0.035,-0.633,-0.973
97,0.355,-0.707,-1.109
98,0.215,-1.113,-0.941
99,-0.418,-1.035,-0.879
100,-0.391,-0.836,-0.848
101,0.094,-0.441,-0.875
102,0.352,-0.820,-1.027
103,0.176,-0.895,-0.984
104,-0.125,-0.898,-1.031
105,-0.031,-0.711,-1.039
106,0.172,-0.520,-1.004
107,-0.109,-0.438,-0.871
108,-0.199,-0.734,-0.828
109,-0.094,-1.238,-0.953
110,-0.016,-0.891,-1.004
111,-0.066,-0.270,-0.965
112,0.027,-0.418,-1.039
113,0.039,-0.781,-0.875
114,-0.016,-1.195,-0.926
115,-0.062,-0.477,-0.996
116,0.223,-0.039,-1.008
117,0.223,-0.180,-0.996
118,-0.098,-0.703,-0.977
119,-0.336,-0.785,-0.926
120,-0.223,-0.230,-0.879
121,0.297,0.305,-0.973
122,0.125,0.504,-1.023
123,-0.344,-0.281,-0.949
124,-0.293,-0.305,-0.898
125,0.051,-0.027,-0.926
126,0.180,0.230,-0.883
127,-0.133,0.723,-0.906
128,-0.145,-0.152,-0.941
129,-0.211,-0.406,-1.078
130,0.094,-0.195,-1.016
131,0.371,-0.031,-1.070
132,0.246,0.246,-0.848
133,-0.102,0.543,-0.855
134,-0.238,-0.062,-0.973
135,0.129,0.086,-0.980
136,0.266,0.293,-0.988
137,0.133,0.266,-0.988
138,-0.051,0.039,-0.895
139,-0.289,-0.375,-0.898
140,-0.395,-0.406,-0.871
141,-0.129,0.109,-1.008
142,0.316,0.320,-1.066
143,0.234,0.148,-1.031
144,-0.156,0.031,-1.055
145,-0.219,-0.688,-0.848
146,-0.238,0.133,-0.789
147,-0.008,0.828,-0.859
148,0.332,-0.113,-1.023
149,-0.035,0.031,-0.938
150,-0.352,-0.230,-1.094
151,-0.008,-0.406,-0.934
152,0.129,-0.141,-0.945
153,-0.168,-0.062,-0.898
154,-0.188,-0.168,-0.934
155,0.004,-0.426,-0.961
156,0.039,-0.238,-1.133
157,0.160,-0.035,-1.035
158,0.293,0.156,-0.938
159,-0.023,0.008,-0.891
160,-0.176,0.059,-0.828
161,-0.055,-0.453,-0.906
162,0.125,0.176,-1.023
163,0.242,0.453,-1.117
164,0.188,0.113,-0.945
165,-0.422,-0.309,-0.914
166,-0.508,-0.086,-0.883
167,-0.148,0.555,-0.711
168,0.254,-0.414,-0.973
169,-0.238,-0.141,-1.078
170,-0.258,-0.355,-1.023
171,0.398,-0.090,-0.992
172,0.383,0.207,-1.000
173,-0.176,0.301,-0.895
174,-0.055,0.234,-0.852
175,0.227,-0.203,-1.027
