Sample,X,Y,Z
0,-0.012,-0.027,-1.203
1,-0.016,-0.016,-0.953
2,-0.023,-0.027,-0.953
3,-0.023,-0.027,-0.961
4,-0.023,-0.023,-0.949
5,-0.027,-0.035,-0.957
6,-0.020,-0.027,-0.949
7,-0.023,-0.020,-0.953
8,-0.020,-0.020,-0.953
9,-0.020,-0.023,-0.957
10,-0.027,-0.020,-0.957
11,-0.016,-0.016,-0.961
12,-0.020,-0.027,-0.957
13,-0.023,-0.020,-0.953
14,-0.031,-0.039,-0.961
15,-0.023,-0.016,-0.965
16,-0.023,-0.023,-0.957
17,-0.031,-0.027,-0.953
18,-0.020,-0.031,-0.961
19,-0.020,-0.020,-0.957
20,-0.031,-0.012,-0.941
21,-0.027,-0.023,-0.961
22,-0.031,-0.020,-0.957
23,-0.020,-0.020,-0.949
24,-0.031,-0.027,-0.953
25,-0.023,-0.020,-0.957
26,-0.023,-0.031,-0.957
27,-0.023,-0.023,-0.953
28,-0.020,-0.016,-0.961
29,-0.027,-0.035,-0.953
30,-0.027,-0.008,-0.957
31,-0.023,-0.027,-0.949
32,-0.020,-0.016,-0.957
33,-0.016,-0.027,-0.953
34,-0.031,-0.016,-0.953
35,-0.012,-0.027,-0.949
36,-0.027,-0.016,-0.957
37,-0.020,-0.027,-0.957
38,-0.027,-0.027,-0.953
39,-0.023,-0.020,-0.957
40,-0.027,-0.043,-0.953
41,-0.027,-0.027,-0.961
42,-0.023,-0.027,-0.965
43,-0.020,-0.031,-0.957
44,-0.020,-0.020,-0.953
45,-0.020,-0.020,-0.957
46,-0.027,-0.023,-0.953
47,-0.023,-0.020,-0.953
48,-0.031,-0.031,-0.961
49,-0.020,-0.027,-0.953
50,-0.012,-0.016,-0.949
51,-0.016,-0.031,-0.957
52,-0.020,-0.020,-0.957
53,-0.035,-0.023,-0.953
54,-0.023,-0.023,-0.957
55,-0.020,-0.016,-0.949
56,-0.031,-0.027,-0.953
57,-0.020,-0.031,-0.957
58,-0.027,-0.020,-0.953
59,-0.020,-0.023,-0.953
60,0.016,-0.031,-0.949
61,-0.016,-0.023,-0.957
62,-0.023,-0.023,-0.961
63,-0.016,-0.027,-0.949
64,-0.027,-0.016,-0.957
65,-0.016,-0.039,-0.957
66,-0.027,-0.020,-0.957
67,-0.016,-0.020,-0.953
68,-0.020,-0.016,-0.961
69,-0.012,-0.031,-0.961
70,-0.027,-0.020,-0.949
71,-0.016,-0.023,-0.957
72,-0.031,-0.016,-0.953
73,-0.027,-0.023,-0.957
74,-0.023,-0.027,-0.953
75,-0.023,-0.020,-0.953
76,-0.027,-0.023,-0.961
77,-0.020,-0.023,-0.953
78,-0.027,-0.016,-0.961
79,-0.023,-0.016,-0.961
80,-0.035,-0.012,-0.945
81,-0.020,-0.027,-0.953
82,-0.016,-0.035,-0.961
83,-0.016,-0.020,-0.957
84,-0.020,-0.027,-0.957
85,-0.023,-0.023,-0.957
86,-0.023,-0.023,-0.949
87,-0.020,-0.020,-0.953
88,-0.016,-0.023,-0.961
89,-0.023,-0.008,-0.953
90,-0.023,-0.023,-0.957
91,-0.016,-0.031,-0.949
92,-0.023,-0.023,-0.957
93,-0.023,-0.020,-0.953
94,-0.020,-0.027,-0.961
95,-0.020,-0.023,-0.957
96,-0.020,-0.035,-0.957
97,-0.031,-0.031,-0.957
98,-0.020,-0.012,-0.957
99,-0.023,0.043,-0.961
100,0.023,-0.238,-0.945
101,-0.031,-0.797,-0.906
102,-0.180,-1.602,-0.832
103,-0.359,-1.801,-0.816
104,-0.277,-1.195,-0.906
105,0.164,-0.652,-1.082
106,0.605,-0.605,-1.281
107,0.656,-0.633,-1.258
108,0.238,-0.156,-1.000
109,-0.359,0.441,-0.812
110,-0.539,0.254,-0.797
111,-0.145,-0.387,-0.879
112,0.191,-0.621,-0.836
113,-0.129,-0.617,-0.652
114,-0.602,-0.703,-0.742
115,-0.418,-0.988,-1.023
116,0.258,-1.012,-1.188
117,0.590,-0.734,-1.254
118,0.438,-0.547,-1.129
119,0.031,-0.477,-1.023
120,-0.223,-0.395,-0.945
121,-0.113,-0.332,-0.957
122,0.102,-0.219,-0.824
123,-0.164,-0.320,-0.703
124,-0.453,-0.773,-0.773
125,-0.348,-0.805,-0.883
126,0.082,-0.387,-1.027
127,0.430,-0.133,-1.109
128,0.344,-0.348,-1.078
129,-0.043,-0.867,-1.070
130,-0.379,-0.594,-0.965
131,-0.102,-0.363,-0.902
132,0.273,-0.309,-0.871
133,0.094,-0.637,-0.883
134,-0.242,-1.340,-0.844
135,-0.574,-1.238,-0.926
136,-0.250,-0.328,-0.988
137,0.504,0.293,-1.047
138,0.730,-0.250,-1.102
139,0.207,-0.863,-1.117
140,-0.309,-0.824,-0.902
141,-0.523,-0.012,-0.773
142,-0.133,-0.375,-0.797
143,0.129,-0.887,-1.016
144,0.305,-0.836,-1.020
145,-0.043,-0.629,-0.895
146,-0.410,-0.227,-0.988
147,-0.066,-0.137,-0.992
148,0.309,-0.469,-0.973
149,0.148,-1.059,-1.055
150,-0.039,-1.090,-0.977
151,-0.344,-0.066,-0.797
152,-0.234,-0.152,-0.863
153,0.246,-0.859,-1.066
154,0.434,-0.977,-1.109
155,0.133,-0.438,-0.902
156,-0.406,-0.293,-0.828
157,-0.449,-0.441,-0.965
158,0.133,-0.410,-1.008
159,0.457,-0.379,-0.992
160,0.070,-0.453,-0.941
161,-0.297,-0.504,-0.883
162,-0.410,-0.375,-0.887
163,-0.098,-0.484,-0.930
164,0.289,-1.020,-1.035
165,0.117,-0.980,-0.918
166,-0.227,-0.477,-0.891
167,-0.281,-0.383,-0.887
168,0.121,-0.379,-1.121
169,0.387,0.133,-1.258
170,0.441,0.777,-0.949
171,0.395,-1.145,-0.770
172,-0.727,-1.250,-0.828
173,-0.852,-0.820,-0.723
174,-0.297,-0.539,-0.727
175,0.094,-0.891,-1.215
176,0.844,-1.121,-1.203
177,0.543,-0.754,-0.977
178,-0.441,-0.633,-1.016
179,-0.418,0.160,-0.988
180,0.234,-0.059,-1.043
181,0.406,-0.477,-1.070
182,0.156,-0.516,-0.887
183,-0.316,0.012,-0.641
184,-0.785,-0.242,-0.734
185,-0.391,-0.871,-0.977
186,0.246,-0.945,-1.000
187,0.309,-0.539,-0.902
188,0.039,-0.555,-1.000
189,-0.156,-0.570,-1.113
190,-0.020,-0.375,-1.109
191,0.305,-0.395,-1.004
192,0.363,-0.227,-1.129
193,0.094,-0.492,-0.723
194,-0.547,-1.195,-0.625
195,-0.832,-0.523,-0.988
196,0.086,-0.406,-0.781
197,0.289,-0.711,-1.113
198,0.301,-0.426,-1.109
199,0.309,-0.445,-0.930
200,-0.254,-0.277,-1.074
201,0.039,-0.391,-1.090
202,0.281,-0.898,-0.918
203,-0.109,-1.082,-1.000
204,-0.301,-0.875,-0.766
205,-0.348,-0.441,-0.793
206,0.039,-0.234,-1.070
207,0.602,-0.477,-1.176
208,0.418,-0.320,-0.953
209,-0.371,-0.305,-0.840
210,-0.520,-0.496,-0.832
211,-0.426,0.094,-0.949
212,0.289,-0.672,-1.012
213,0.062,-1.090,-1.016
214,-0.273,-0.391,-0.809
215,0.156,-0.680,-0.715
216,-0.238,-0.730,-1.102
217,0.262,-0.496,-1.164
218,0.598,-0.664,-1.105
219,-0.223,-0.891,-1.094
220,-0.043,-0.930,-0.910
221,-0.102,-0.535,-0.832
222,-0.105,-0.148,-0.988
223,0.160,-0.262,-0.898
224,0.121,-0.605,-0.992
225,-0.223,-0.582,-1.043
226,0.047,-0.020,-0.695
227,-0.191,0.012,-0.891
228,-0.320,-0.648,-1.234
229,-0.219,-0.422,-0.707
230,-0.004,-1.246,-0.781
231,-0.137,-0.660,-1.000
232,0.371,-0.449,-0.840
233,0.113,-0.309,-1.016
234,-0.039,-0.730,-1.328
235,0.367,-1.211,-1.070
236,0.035,0.645,-1.102
237,0.117,0.645,-0.836
238,0.023,0.594,-0.832
239,-0.125,0.820,-0.945
240,-0.098,0.422,-0.789
241,-0.516,-0.293,-0.730
242,-0.500,-0.109,-0.793
243,-0.070,0.609,-0.867
244,0.207,0.211,-0.934
245,0.148,-0.867,-1.156
246,-0.094,-0.805,-1.324
247,0.277,-0.656,-0.875
248,-0.215,-0.574,-0.941
249,0.152,0.395,-0.984
250,0.605,0.141,-0.895
251,-0.020,-0.055,-1.199
252,-0.203,0.141,-1.055
253,-0.234,0.297,-0.719
254,-0.453,0.539,-0.766
255,-0.020,0.234,-0.809
256,0.109,-0.270,-0.828
257,-0.176,0.211,-1.164
258,-0.070,-0.090,-0.816
259,-0.004,-0.539,-0.875
260,-0.188,0.301,-1.238
261,0.555,-0.352,-0.906
262,-0.074,-0.879,-1.125
263,-0.121,-0.148,-1.082
264,0.402,-0.105,-0.855
265,-0.082,0.656,-1.000
266,0.070,0.379,-0.941
267,0.234,-0.230,-0.789
268,-0.305,-0.133,-1.035
269,-0.602,-0.301,-0.820
270,-0.531,0.379,-0.992
271,0.094,1.230,-0.867
272,0.973,-0.391,-0.977
273,0.082,-0.273,-1.219
274,-0.484,-0.117,-0.789
275,-0.512,-0.895,-0.781
276,-0.312,0.477,-1.094
277,0.730,-0.219,-1.109
278,0.719,-0.121,-1.121
279,0.000,-0.133,-1.113
280,-0.102,-0.285,-0.723
281,-0.434,0.391,-0.766
282,-0.223,0.336,-0.805
283,0.051,-0.379,-1.055
284,0.000,0.004,-1.309
285,-0.211,1.109,-0.582
286,0.398,-0.543,-0.820
287,-0.281,-0.023,-1.148
288,-0.117,-0.379,-0.746
289,-0.297,-0.082,-0.746
290,-0.309,-0.707,-1.309
291,0.746,-0.449,-1.094
292,0.543,0.598,-1.121
293,0.117,0.734,-1.043
294,0.023,-0.098,-0.934
295,-0.559,-0.258,-0.996
296,-0.297,-0.066,-0.586
297,-0.008,-0.082,-0.652
298,-0.266,0.039,-0.887
299,0.020,0.434,-1.023
300,0.297,-0.109,-1.254
301,0.207,-0.980,-1.301
302,0.188,0.848,-1.137
303,0.137,1.215,-0.402
304,-0.281,-0.527,-0.859
305,-0.688,-0.684,-1.406
306,-0.082,-0.414,-0.668
307,0.016,-0.062,-0.535
308,-0.105,-0.324,-0.996
309,0.414,0.539,-1.156
310,0.133,1.105,-1.234
311,-0.020,-0.605,-1.223
312,-0.062,-1.008,-0.859
313,-0.336,0.230,-0.559
314,-0.199,0.945,-0.520
315,-0.008,-0.191,-1.172
316,0.270,-0.836,-1.359
317,0.371,-0.277,-1.207
318,0.297,-0.094,-0.609
319,-0.301,0.188,-0.598
320,-0.598,0.625,-1.164
321,0.207,-0.414,-1.148
322,0.148,-0.586,-1.039
323,0.137,-0.402,-0.809
324,-0.035,0.250,-0.590
325,-0.473,1.043,-0.871
326,-0.055,0.469,-1.215
327,0.348,-0.602,-1.230
328,0.008,-0.695,-0.871
329,-0.348,-0.117,-0.613
330,-0.438,0.379,-0.910
331,-0.047,0.805,-0.969
332,0.824,-0.836,-1.230
333,0.340,-1.062,-1.148
334,-0.113,-0.074,-0.820
335,-0.527,0.246,-0.629
336,-0.445,0.277,-1.125
337,0.418,0.137,-1.188
338,0.723,-0.027,-1.152
339,-0.016,-0.180,-0.832
340,-0.539,0.047,-0.633
341,-0.512,0.750,-0.625
342,-0.512,0.750,-0.625
343,-0.168,0.426,-1.027
344,0.375,-0.363,-1.176
345,0.184,-0.273,-1.168
346,-0.062,-0.160,-0.840
347,-0.297,-0.035,-0.840
348,-0.184,0.109,-0.914
349,0.145,-0.527,-0.988
350,0.227,-0.477,-1.121
351,0.062,-0.480,-1.051
352,-0.016,0.301,-0.879
353,0.145,0.734,-0.953
354,0.168,0.320,-0.969
355,0.000,-0.156,-0.910
356,-0.352,-0.516,-1.043
357,-0.715,-0.145,-0.738
358,-0.355,0.320,-0.707
359,0.332,-0.035,-1.000
360,0.324,0.195,-1.000
361,0.055,-0.043,-1.117
362,-0.188,-0.352,-0.996
363,-0.293,-0.520,-0.945
364,0.098,0.332,-0.938
365,0.344,-0.148,-0.984
366,0.184,0.043,-1.059
367,0.035,0.086,-1.016
368,-0.055,0.176,-0.859
369,-0.324,-0.207,-0.836
370,-0.301,-0.262,-0.809
371,-0.203,0.062,-0.840
372,-0.047,0.469,-1.027
373,0.156,0.586,-1.168
374,0.402,0.777,-1.133
375,0.434,0.375,-0.898
376,-0.324,0.895,-0.910
377,-0.316,1.367,-1.004
378,-0.008,0.656,-1.016
379,0.004,-0.535,-0.965
380,-0.117,0.145,-0.777
381,-0.145,1.062,-0.625
382,-0.211,0.684,-0.941
383,0.242,-0.078,-1.340
384,0.449,0.039,-1.125
385,0.047,0.742,-0.898
386,-0.246,0.645,-0.762
387,-0.305,0.766,-1.055
388,0.211,1.176,-1.160
389,0.297,1.242,-0.844
390,-0.129,-0.750,-0.852
391,-0.453,0.117,-0.809
392,-0.398,0.695,-0.656
393,-0.340,0.027,-0.973
394,0.180,0.477,-1.254
395,0.855,0.258,-1.145
396,0.492,0.645,-1.273
397,0.211,1.250,-1.082
398,0.078,0.758,-0.840
399,-0.473,0.117,-0.711
400,-0.664,-0.184,-0.684
401,-0.562,0.367,-0.746
402,-0.090,1.246,-1.047
