Sample,X,Y,Z
0,0.297,-0.309,-1.230
1,0.121,-1.168,-0.973
2,-0.043,-1.746,-0.867
3,-0.234,-1.879,-0.781
4,-0.434,-1.406,-0.969
5,-0.250,-0.922,-1.062
6,0.078,-0.898,-1.039
7,0.055,-0.723,-0.984
8,-0.254,-0.949,-0.898
9,-0.629,-0.688,-0.770
10,-0.801,-0.875,-0.844
11,-0.312,-0.867,-0.773
12,-0.129,-1.305,-0.879
13,-0.477,-1.277,-0.969
14,-0.711,-0.559,-1.199
15,-0.359,-0.332,-1.227
16,-0.223,-0.547,-0.961
17,-0.707,0.238,-0.980
18,-0.484,0.828,-0.699
19,0.070,-0.348,-0.887
20,0.086,-0.430,-0.824
21,-0.109,-1.027,-0.812
22,-0.074,-0.805,-0.805
23,-0.430,-0.879,-0.871
24,-0.223,-0.836,-1.062
25,0.516,-0.480,-1.070
26,0.621,-0.523,-1.043
27,0.504,-0.246,-0.785
28,0.672,0.121,-0.523
29,0.168,0.402,-0.906
30,0.234,-0.879,-1.562
31,1.055,-0.078,-1.266
32,1.793,-0.816,-1.035
33,1.949,-1.051,-0.910
34,1.316,-0.508,-0.406
35,0.398,-0.320,-0.656
36,0.051,-1.207,-0.934
37,1.000,-1.105,-1.172
38,1.957,0.191,-1.086
39,1.984,0.250,-0.805
40,1.613,-0.906,-0.762
41,0.578,-1.926,-0.523
42,0.332,-1.680,-0.902
43,1.621,0.133,-1.340
44,1.992,-0.902,-1.332
45,1.836,-1.570,-1.258
46,1.758,-1.652,-1.430
47,1.750,-0.961,-0.992
48,1.164,-0.141,-0.570
49,1.324,-0.297,-0.684
50,1.992,-0.816,-1.090
51,1.582,-0.773,-1.273
52,0.820,-0.008,-1.207
53,1.000,-0.195,-1.281
54,1.195,-0.203,-1.172
55,1.211,-0.273,-1.020
56,0.984,-0.934,-0.879
57,0.344,-0.918,-0.723
58,-0.148,-0.129,-0.844
59,0.004,-0.285,-1.309
60,0.586,0.180,-1.395
61,-0.012,0.402,-1.074
62,-0.457,0.871,-1.430
63,0.293,-0.105,0.008
64,-1.957,0.305,-0.844
65,-0.793,0.984,-0.840
66,-0.215,0.832,-0.965
67,-1.992,0.160,-0.949
68,-1.379,-1.023,-1.484
69,-0.848,0.059,-1.492
70,-1.527,0.438,-1.066
71,-1.496,0.266,-0.812
72,-1.992,-0.609,-0.680
73,-1.953,-0.695,-1.035
74,-0.812,0.289,-1.297
75,-1.191,1.641,-0.949
76,-1.957,1.613,-0.625
77,-1.910,0.719,-0.406
78,-1.980,0.168,-0.516
79,-1.875,1.043,-0.727
80,-1.184,1.086,-0.957
81,-1.449,-0.180,-1.059
82,-1.410,-1.215,-1.074
83,-0.816,-0.809,-1.059
84,-0.238,0.074,-0.801
85,-0.176,-0.223,-0.570
86,-0.473,-1.203,-0.457
87,-0.320,-1.305,-0.691
88,0.137,-0.168,-1.113
89,0.742,0.887,-1.328
90,0.879,0.551,-1.285
91,0.480,-1.164,-1.090
92,-0.406,-1.648,-0.789
93,-0.629,-1.992,-0.648
94,-0.410,-1.992,-0.527
95,-0.285,-1.766,-0.727
96,-0.070,-0.781,-1.293
97,0.465,-0.152,-1.637
98,0.680,0.141,-1.363
99,0.223,-0.039,-0.988
100,-0.461,-0.117,-0.621
101,-0.973,-0.047,-0.625
102,-0.758,0.234,-0.816
103,-0.141,0.324,-0.816
104,-0.254,0.230,-0.824
105,-0.703,0.773,-1.414
106,-0.398,0.379,-1.422
107,-0.570,-0.227,-0.801
108,-1.469,1.207,-0.766
109,-1.906,1.145,-0.785
110,-1.938,0.559,-0.578
111,-1.453,0.035,-0.914
112,-0.551,-0.805,-1.004
113,-0.262,-1.098,-0.816
114,-1.270,-0.672,-0.879
115,-1.695,-0.121,-0.992
116,-1.309,-0.105,-1.227
117,-0.516,-0.266,-1.117
118,-0.586,-0.273,-0.977
119,-1.066,0.340,-0.918
120,-1.176,0.809,-0.703
121,-1.066,0.082,-0.715
122,-0.691,-1.102,-0.820
123,-1.039,-1.227,-0.766
124,-0.652,-0.309,-0.961
125,-0.215,-0.137,-1.184
126,0.312,-1.008,-1.215
127,0.523,-1.512,-0.867
