Sample,X,Y,Z
0,-0.125,-0.105,-1.094
1,-0.020,-0.023,-0.953
2,-0.023,-0.023,-0.949
3,-0.020,-0.031,-0.953
4,-0.023,-0.031,-0.953
5,-0.023,-0.027,-0.961
6,-0.023,-0.035,-0.961
7,-0.012,-0.023,-0.957
8,-0.023,-0.023,-0.961
9,-0.027,-0.031,-0.949
10,-0.027,-0.039,-0.957
11,-0.016,-0.035,-0.969
12,-0.023,-0.023,-0.957
13,-0.027,-0.020,-0.957
14,-0.027,-0.027,-0.961
15,-0.027,-0.035,-0.961
16,-0.031,-0.027,-0.957
17,-0.027,-0.027,-0.949
18,-0.020,-0.027,-0.957
19,-0.023,-0.023,-0.957
20,-0.023,-0.012,-0.953
21,-0.020,-0.020,-0.961
22,-0.027,-0.020,-0.949
23,-0.031,-0.031,-0.953
24,-0.020,-0.035,-0.965
25,-0.023,-0.023,-0.949
26,-0.031,-0.016,-0.941
27,-0.039,-0.082,-0.945
28,-0.031,-0.055,-0.973
29,0.035,0.039,-1.004
30,0.023,0.020,-0.949
31,-0.094,-0.062,-0.914
32,-0.102,-0.102,-0.938
33,0.027,-0.027,-0.965
34,0.055,0.039,-0.973
35,-0.039,0.000,-0.953
36,-0.086,-0.086,-0.949
37,-0.008,-0.059,-0.945
38,0.008,0.008,-0.973
39,-0.027,0.016,-0.969
40,-0.031,-0.020,-0.949
41,-0.027,-0.418,-0.906
42,-0.184,-1.293,-0.809
43,-0.473,-1.730,-0.770
44,-0.320,-1.562,-0.828
45,0.027,-1.129,-0.910
46,0.094,-1.371,-1.039
47,0.145,-1.605,-1.250
48,0.504,-0.801,-1.273
49,0.727,0.215,-1.180
50,0.418,-0.023,-1.023
51,-0.242,-0.840,-0.996
52,-0.184,-0.773,-1.012
53,0.152,0.148,-0.750
54,-0.414,-0.172,-0.547
55,-1.117,-1.449,-0.629
56,-0.559,-1.566,-0.961
57,0.656,-0.691,-1.055
58,0.566,-0.281,-0.910
59,-0.562,-0.727,-0.941
60,-0.375,-1.289,-1.086
61,0.887,-0.691,-1.305
62,0.980,0.027,-1.219
63,-0.078,-0.371,-0.918
64,-0.922,-1.059,-0.707
65,-0.375,-1.086,-0.762
66,0.238,-0.684,-0.898
67,-0.094,-0.785,-0.797
