RepRapFirmware height map file v2 generated at 2024-12-05 16:07, min error -0.145, max error 0.126, mean 0.023, deviation 0.061
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,69.91,220.09,43.89,251.11,-1.00,18.77,25.90,9,9
  0.088,  0.110,  0.121,  0.126,  0.116,  0.102,  0.096,  0.082,  0.075
  0.075,  0.095,  0.111,  0.116,  0.114,  0.106,  0.091,  0.081,  0.054
  0.035,  0.053,  0.065,  0.078,  0.086,  0.055,  0.034,  0.011, -0.001
  0.024,  0.034,  0.041,  0.061,  0.076,  0.037,  0.004, -0.019, -0.034
  0.021,  0.031,  0.038,  0.047,  0.052,  0.015, -0.018, -0.045, -0.068
 -0.023, -0.005, -0.001,  0.007, -0.000, -0.037, -0.071, -0.103, -0.130
  0.023,  0.035,  0.040,  0.045,  0.040,  0.000, -0.031, -0.060, -0.091
  0.045,  0.046,  0.048,  0.046,  0.032,  0.004, -0.020, -0.038, -0.070
  0.001,  0.011,  0.012,  0.002, -0.011, -0.033, -0.060, -0.106, -0.145
